id,name,card_type,color,cost,life,effect,type,counter,power,attribute,block,collection_name,collection_id,trigger,trigger_effect
OP12-119,Bartholomew Kuma,Character,Yellow,6,NULL,"[On Play] You may trash 1 card from your hand: Add up to 1 card from the top of your deck to the top of your Life cards. Then, this Character gains +2 cost until the end of your opponent's next End Phase. || [Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards.",The Seven Warlords of the Sea/Revolutionary Army,NULL,7000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP13-001,Monkey.D.Luffy,Leader,Red/Green,NULL,4,"[DON!! x1] [On Your Opponent's Attack] If you have 5 or less active DON!! cards, you may rest any number of your DON!! cards. For every DON!! card rested this way, this Leader or up to 1 of your {Straw Hat Crew} type Characters gains +2000 power during this battle.",Supernovas/Straw Hat Crew,NULL,5000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-002,Portgas.D.Ace,Leader,Red/Blue,NULL,3,"[On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: Give up to 1 of your opponent's Leader or Character cards −2000 power during this battle. || [DON!! x1] [Once Per Turn] When you take damage or your Character with 6000 base power or more is K.O.'d, draw 1 card.",Whitebeard Pirates,NULL,6000,Special,Block 4,Carrying on His Will,OP13,False,NULL
OP13-003,Gol.D.Roger,Leader,Red/Purple,NULL,5,"If you have any DON!! cards on your field, 1 DON!! card placed during your DON!! Phase is given to your Leader. || If you have 9 or less DON!! cards on your field, give this Leader −2000 power.",King of the Pirates/Roger Pirates,NULL,7000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-004,Sabo,Leader,Red/Black,NULL,5,"If you have 4 or more Life cards, give this Leader −1000 power. || [DON!! x1] If you have a Character with a cost of 8 or more, your Leader and all of your Characters gain +1000 power.",Dressrosa/Revolutionary Army,NULL,5000,Special,Block 4,Carrying on His Will,OP13,False,NULL
OP13-005,Inazuma,Character,Red,4,NULL,[On Play] Give up to 1 rested DON!! card to your Leader.,Revolutionary Army,NULL,5000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-006,Woop Slap,Character,Red,1,NULL,[On Play] Give up to 2 rested DON!! cards to 1 of your [Monkey.D.Luffy] cards.,Windmill Village,NULL,0,Wisdom,Block 4,Carrying on His Will,OP13,False,NULL
OP13-007,Ace & Sabo & Luffy,Character,Red,1,NULL,[Activate: Main] You may give 1 of your active DON!! cards to 1 of your Leader or Character cards and trash this Character: Give up to 1 of your opponent's Characters −3000 power during this turn.,Goa Kingdom,NULL,1000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-008,Emporio.Ivankov,Character,Red,2,NULL,"If your {Revolutionary Army} type Character would be K.O.'d by your opponent's effect, you may trash this Character instead.",Revolutionary Army,NULL,3000,Special,Block 4,Carrying on His Will,OP13,False,NULL
OP13-009,Curly.Dadan,Character,Red,1,NULL,"If you have a {Mountain Bandits} type Character other than this card, this Character gains [Double Attack].",Mountain Bandits,NULL,2000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-010,Lord of the Coast,Character,Red,6,NULL,,Neptunian/East Blue,NULL,8000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-011,Nefeltari Cobra,Character,Red,5,NULL,,Alabasta,NULL,6000,Wisdom,Block 4,Carrying on His Will,OP13,False,NULL
OP13-012,Nefeltari Vivi,Character,Red,1,NULL,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Alabasta} or {Straw Hat Crew} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Alabasta,NULL,2000,Wisdom,Block 4,Carrying on His Will,OP13,False,NULL
OP13-013,Higuma,Character,Red,1,NULL,[On Play] K.O. up to 1 of your opponent's Characters with 0 power or less.,Mountain Bandits,NULL,3000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-014,Portgas.D.Rouge,Character,Red,1,NULL,,Baterilla,NULL,0,Wisdom,Block 4,Carrying on His Will,OP13,True,Up to 1 of your [Portgas.D.Ace] cards gains +3000 power during this turn.
OP13-015,Makino,Character,Red,1,NULL,[Activate: Main] You may rest this Character: Up to 1 of your [Monkey.D.Luffy] cards gains +2000 power during this turn.,Windmill Village,NULL,0,Wisdom,Block 4,Carrying on His Will,OP13,False,NULL
OP13-016,Monkey.D.Garp,Character,Red,1,NULL,"[On Play] If your Leader is [Sabo], [Portgas.D.Ace] or [Monkey.D.Luffy], look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 3 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Navy,NULL,2000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-017,Monkey.D.Dragon,Character,Red,6,NULL,"[Once Per Turn] If your {Revolutionary Army} type Character would be removed from the field by your opponent's effect, you may give this Character −2000 power during this turn instead.",Revolutionary Army,NULL,7000,Special,Block 4,Carrying on His Will,OP13,False,NULL
OP13-018,Wapol,Character,Red,6,NULL,,Evil Black Drum Kingdom,NULL,7000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-019,But Ace Here Said You Deserved It!!,Event,Red,1,NULL,"[Main] You may rest 4 of your DON!! cards: Give up to 1 of your opponent's Characters −3000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less. [Counter] Your Leader gains +3000 power during this battle.",Dressrosa/Revolutionary Army,NULL,NULL,NULL,Block 4,Carrying on His Will,OP13,False,NULL
OP13-020,Meteor Fist,Event,Red,3,NULL,[Main] Give up to 1 of your opponent's Characters −5000 power during this turn.,Navy,NULL,NULL,NULL,Block 4,Carrying on His Will,OP13,True,Activate this card's [Main] effect.
OP13-021,Gum-Gum Gatling Gun,Event,Red,1,NULL,"[Main] Give up to 1 rested DON!! card to 1 of your [Monkey.D.Luffy] cards. Then, give up to 1 of your opponent's Characters −2000 power during this turn.",Straw Hat Crew,NULL,NULL,NULL,Block 4,Carrying on His Will,OP13,True,Give up to 1 of your opponent's Characters −2000 power during this turn.
OP13-022,Windmill Village,Stage,Red,1,NULL,[Activate: Main] You may rest this Stage: Up to 1 of your Characters with 2000 base power or less gains +1000 power during this turn.,Windmill Village,NULL,NULL,NULL,Block 4,Carrying on His Will,OP13,False,NULL
OP13-023,Uta,Character,Green,4,NULL,"[On Play] Set up to 2 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 5 or more during this turn. || [On K.O.] Play up to 1 Character card with a cost of 5 or less from your hand rested.",FILM,NULL,5000,Special,Block 4,Carrying on His Will,OP13,False,NULL
OP13-024,Gordon,Character,Green,1,NULL,[On Play] You may reveal 1 {Music} or {FILM} type card from your hand: Set up to 2 of your DON!! cards as active at the end of this turn.,FILM,NULL,0,Wisdom,Block 4,Carrying on His Will,OP13,False,NULL
OP13-025,Koby,Character,Green,5,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] If your Leader has the {FILM} type or the <Strike> attribute, set up to 1 of your DON!! cards as active.",FILM/Navy,NULL,6000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-026,Sunny-Kun,Character,Green,1,NULL,[Activate: Main] [Once Per Turn] You may rest 1 of your DON!! cards: This Character gains +2000 power until the end of your opponent's next turn.,FILM/Straw Hat Crew,NULL,2000,Wisdom,Block 4,Carrying on His Will,OP13,False,NULL
OP13-027,Sanji,Character,Green,5,NULL,"[On Play] Set up to 2 of your DON!! cards as active. || [End of Your Turn] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 1 of your DON!! cards as active.",FILM/Straw Hat Crew,NULL,7000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-028,Shanks,Character,Green,0,NULL,"[On Play] Set all of your DON!! cards as active. Then, you cannot play cards from your hand during this turn.",FILM/The Four Emperors/Red-Haired Pirates,NULL,12000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-029,Jinbe,Character,Green,6,NULL,,Fish-Man/FILM/Straw Hat Crew,NULL,7000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-030,Tony Tony.Chopper,Character,Green,5,NULL,[On Play] Set up to 2 of your DON!! cards as active.,Animal/FILM/Straw Hat Crew,NULL,6000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-031,Trafalgar Law,Character,Green,6,NULL,"If you have 1 or less Life cards, this Character gains [Blocker]. || [On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 Character card with a cost of 5 or less from your hand rested.",FILM/Supernovas/Heart Pirates,NULL,6000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-032,Nico Robin,Character,Green,7,NULL,[On Play] Up to 1 of your opponent's Characters with a cost of 8 or less cannot be rested until the end of your opponent's next End Phase.,FILM/Straw Hat Crew,NULL,7000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-033,Franky,Character,Green,3,NULL,[On K.O.] Rest up to 2 of your opponent's cards.,FILM/Straw Hat Crew,NULL,5000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-034,Brook,Character,Green,3,NULL,"[On Play] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 1 of your DON!! cards as active.",FILM/Straw Hat Crew,NULL,4000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-035,Bepo,Character,Green,5,NULL,[End of Your Turn] Set this Character or up to 1 of your DON!! cards as active.,Minks/FILM/Heart Pirates,NULL,7000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-036,Helmeppo,Character,Green,5,NULL,,FILM/Navy,NULL,6000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-037,Roronoa Zoro,Character,Green,4,NULL,"[On Play] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 2 of your DON!! cards as active. || [End of Your Turn] Set this Character as active.",FILM/Supernovas/Straw Hat Crew,NULL,5000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-038,Gum-Gum Elephant Gun,Event,Green,2,NULL,"[Main] Rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, set up to 2 of your DON!! cards as active at the end of this turn.",Supernovas/Straw Hat Crew,NULL,NULL,NULL,Block 4,Carrying on His Will,OP13,True,Rest up to 1 of your opponent's Characters with a cost of 5 or less.
OP13-039,Gum-Gum Snake Shot,Event,Green,2,NULL,[Counter] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.,Fish-Man Island/Supernovas/Straw Hat Crew,NULL,NULL,NULL,Block 4,Carrying on His Will,OP13,True,Activate this card's [Counter] effect.
OP13-040,I Know You're Strong... So I'll Go All Out from the Very Start!!!,Event,Green,1,NULL,"[Main] You may rest 2 of your DON!! cards: Up to 2 of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase. [Counter] Your Leader gains +3000 power during this battle.",Supernovas/Straw Hat Crew,NULL,NULL,NULL,Block 4,Carrying on His Will,OP13,False,NULL
OP13-041,Izo,Character,Blue,6,NULL,[On Play] Draw 2 cards.,Land of Wano/Whitebeard Pirates,NULL,6000,Ranged,Block 4,Carrying on His Will,OP13,False,NULL
OP13-042,Edward.Newgate,Character,Blue,0,NULL,"[Blocker] || [On Play] Draw 2 cards and trash 1 card from your hand. Then, give your Leader and 1 Character up to 2 rested DON!! cards each.",The Four Emperors/Whitebeard Pirates,NULL,12000,Special,Block 4,Carrying on His Will,OP13,False,NULL
OP13-043,Otama,Character,Blue,1,NULL,"[On Play] If you have 3 or less Life cards, draw 2 cards and trash 1 card from your hand.",Land of Wano,NULL,0,Special,Block 4,Carrying on His Will,OP13,False,NULL
OP13-044,Curiel,Character,Blue,3,NULL,"[When Attacking] Give up to 1 rested DON!! card to your Leader with a type including ""Whitebeard Pirates"" or 1 Character with a type including ""Whitebeard Pirates"". || [On K.O.] Draw 1 card.",Whitebeard Pirates,NULL,4000,Ranged,Block 4,Carrying on His Will,OP13,False,NULL
OP13-045,Haruta,Character,Blue,1,NULL,"[When Attacking] If you have 4 or less cards in your hand, draw 1 card.",Whitebeard Pirates,NULL,2000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-046,Vista,Character,Blue,6,NULL,"[Double Attack] || [Once Per Turn] If this Character would be K.O.'d or would be removed from the field by your opponent's effect, you may trash 1 card with a type including ""Whitebeard Pirates"" from your hand instead.",Whitebeard Pirates,NULL,8000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-047,Fossa,Character,Blue,2,NULL,"If your Character with a type including ""Whitebeard Pirates"" would be K.O.'d by your opponent's effect, you may trash this Character instead.",Whitebeard Pirates,NULL,3000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-048,Blamenco,Character,Blue,5,NULL,,Whitebeard Pirates,NULL,6000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-049,Blenheim,Character,Blue,6,NULL,,Whitebeard Pirates,NULL,7000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-050,Boa Sandersonia,Character,Blue,2,NULL,"[On Play] If your Leader is [Boa Hancock], play up to 1 [Boa Hancock] with a cost of 3 or less from your hand.",Kuja Pirates,NULL,3000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-051,Boa Hancock,Character,Blue,3,NULL,"[On K.O.] If your Leader is [Boa Hancock] or multicolored, draw 2 cards.",The Seven Warlords of the Sea/Kuja Pirates,NULL,5000,Special,Block 4,Carrying on His Will,OP13,False,NULL
OP13-052,Boa Marigold,Character,Blue,5,NULL,"[Blocker] || [On Play] If your Leader is [Boa Hancock], play up to 1 [Boa Hancock] with a cost of 6 or less from your hand.",Kuja Pirates,NULL,4000,Slash,Block 4,Carrying on His Will,OP13,False,NULL
OP13-053,Marshall.D.Teach,Character,Blue,4,NULL,"[When Attacking] You may trash 1 of your Characters with a type including ""Whitebeard Pirates"": Draw 1 card and this Character gains [Banish] during this turn.",Whitebeard Pirates,NULL,5000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-054,Yamato,Character,Blue,5,NULL,"[On Play] If you have 3 or less Life cards, draw 2 cards. Then, give up to 1 rested DON!! card to your Leader.",Land of Wano,NULL,6000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-055,Rakuyo,Character,Blue,3,NULL,"[When Attacking] If you have 4 or less cards in your hand, all of your Characters with a type including ""Whitebeard Pirates"" gain +1000 power during this turn.",Whitebeard Pirates,NULL,4000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-056,LittleOars Jr.,Character,Blue,7,NULL,"[When Attacking] If your Leader's type includes ""Whitebeard Pirates"", draw 1 card.",Giant/Whitebeard Pirates Allies,NULL,7000,Strike,Block 4,Carrying on His Will,OP13,False,NULL
OP13-057,"If I Bowed Down to Power, What's the Point in Living?",Event,Blue,1,NULL,"[Main] You may rest 1 of your DON!! cards: If you have 1 or less Life cards, your opponent cannot activate [Blocker] whenever your Leader attacks during this turn. [Counter] Your Leader gains +3000 power during this battle.",Whitebeard Pirates,NULL,NULL,NULL,Block 4,Carrying on His Will,OP13,False,NULL
OP13-058,Phoenix Pyreapple,Event,Blue,1,NULL,"[Main] You may rest 1 of your DON!! cards: Place up to 1 of your opponent's Characters with 3000 power or less at the bottom of the owner's deck. [Counter] Your Leader gains +3000 power during this battle.",Former Whitebeard Pirates,NULL,NULL,NULL,Block 4,Carrying on His Will,OP13,False,NULL
OP13-059,Brilliant Punk,Event,Blue,4,NULL,[Main] You may return 1 of your Characters to the owner's hand: Return up to 1 Character with a cost of 6 or less to the owner's hand.,Whitebeard Pirates,NULL,NULL,NULL,Block 4,Carrying on His Will,OP13,True,Draw 1 card.
